Name,Sponsor,University,Sport,Instagram,Twitter,Gender
Coleman Boyd,Barstool Sports,Georgia Institute of Technology,Basketball,https://instagram.com/colemanboyd3,https://twitter.com/@coleman_boyd,1
Kennedy Cowden,Barstool Sports,Georgia Institute of Technology,Softball,https://instagram.com/kennedycowden,https://twitter.com/@Kennedy_Cowden,0
Nicole Fegans,Barstool Sports,Georgia Institute of Technology,Cross Country,https://instagram.com/Nicolefegans,https://twitter.com/@nicolefegans,0
Elizabeth Patterson,Barstool Sports,Georgia Institute of Technology,Volleyball,https://instagram.com/lizpatt32,https://twitter.com/@liz_patt7,0
Ryan Strollo,Barstool Sports,Fairfield University,Baseball,https://instagram.com/rstro27,https://twitter.com/@strollo27,1
Ethan Hibbard,Barstool Sports,Fairfield University,Baseball,https://instagram.com/ethan_hibbard,https://twitter.com/@EthanHibbard1,1
Colin McVeigh,Barstool Sports,Fairfield University,Baseball,https://instagram.com/colin.mcveigh,https://twitter.com/@colinmcveigh6,1
Julianna Kratz,Barstool Sports,Fairfield University,Field Hockey,https://instagram.com/juliannakratz,https://twitter.com/@JuliannaKratz,0
Devin Flores,Barstool Sports,Fairfield University,Cross Country,https://instagram.com/_devin_flores_,,1
Evie Wright,Barstool Sports,Fairfield University,Softball,https://instagram.com/Evieewrightt,,0
Arianna Lavelle,Barstool Sports,Fairfield University,Lacrosse,https://instagram.com/ariannalavelle,,0
Natalia Bertolotti,Barstool Sports,Fairfield University,Rowing,https://instagram.com/natbertolotti12,https://twitter.com/@Natalia10693318,0
Hannah Cross,Barstool Sports,Fairfield University,Rowing,https://instagram.com/hannahcrozz,https://twitter.com/@hannahcrozz,0
Allie Kirby,Barstool Sports,Fairfield University,Soccer,https://instagram.com/alliekirbs,https://twitter.com/@alliekirbyy,0
Shannon Feeley,Barstool Sports,Fairfield University,Swimming and Diving,https://instagram.com/Shannon.feeley,https://twitter.com/@srfeeley7700,0
Eleonore Rembert,Barstool Sports,Fairfield University,Swimming and Diving,https://instagram.com/eleonore.rbt,https://twitter.com/@EleoRbt,0
Amanda Nowak,Barstool Sports,Fairfield University,Tennis,https://instagram.com/amandalunowak,https://twitter.com/@amandalunowak,0
Jalen Cunningham,Barstool Sports,University of Mississippi,Football,https://instagram.com/5ive0_,https://twitter.com/@5ive0_,1
Costen Campion,Barstool Sports,University of Mississippi,Track and Field,https://instagram.com/_costen_,https://twitter.com/@_costen_,1
Saydie Holland,Barstool Sports,University of Mississippi,Soccer,https://instagram.com/Thereal.slimsaydie,https://twitter.com/@HollandSaydie,0
Ashley Orkus,Barstool Sports,University of Mississippi,Soccer,https://instagram.com/ashorkus24,https://twitter.com/@ashorkus24,0
Samara McConnell,Barstool Sports,University of Mississippi,Track and Field,https://instagram.com/samara.beth,https://twitter.com/@samara_beth,0
Andrew Ciufo,Barstool Sports,Georgetown University,Baseball,https://instagram.com/andrew_ciufo,https://twitter.com/@AndrewCiufo,1
Carson Frye,Barstool Sports,Georgetown University,Baseball,https://instagram.com/carson_frye,https://twitter.com/@carsonfrye4,1
Khalil Saunders,Barstool Sports,Georgetown University,Football,https://instagram.com/Khalilsaunders_,https://twitter.com/@kgb_2001,1
Noah Gick,Barstool Sports,Georgetown University,Football,https://instagram.com/noah484,https://twitter.com/@noahgick_23,1
Stephen Brooks,Barstool Sports,Georgetown University,Football,https://instagram.com/_stephenbrooks_45_,https://twitter.com/@_brooksie__,1
Brady Weas,Barstool Sports,Georgetown University,Football,https://instagram.com/bweas54,https://twitter.com/@brady_weas,1
Dylan Hatajik,Barstool Sports,Georgetown University,Football,https://instagram.com/dylan_hatajik,https://twitter.com/@DHatajik,1
Victor Muresan,Barstool Sports,Georgetown University,Basketball,https://instagram.com/victormuresan22,https://twitter.com/@victormuresan1,1
Andrew Robinson,Barstool Sports,Georgetown University,Cross Country,https://instagram.com/drew.19_,https://twitter.com/@Track_Drew,1
Josiah Lauver,Barstool Sports,Georgetown University,Swimming and Diving,https://instagram.com/josiahlauver,https://twitter.com/@J_Lauver0713,1
Jazmyn Harmon,Barstool Sports,Georgetown University,Basketball,https://instagram.com/jaz_harmon,https://twitter.com/@JazHarmon,0
Celia Walsh,Barstool Sports,Georgetown University,Lacrosse,https://instagram.com/celiawalsh9,,0
Abigail Sauvigne,Barstool Sports,Georgetown University,Rowing,https://instagram.com/abby7a__,https://twitter.com/@asauvs,0
Erin Martin,Barstool Sports,Georgetown University,Soccer,https://instagram.com/erindmartin,https://twitter.com/@erindmartin,0
Lauren Cox,Barstool Sports,Georgetown University,Swimming and Diving,https://instagram.com/laurencox1,https://twitter.com/@Laurenecox1,0
Ryan Evangelista,Barstool Sports,Georgetown University,Swimming and Diving,https://instagram.com/ryanevangelista,https://twitter.com/@ryannne17,0
Emilie Ginovker,Barstool Sports,Georgetown University,Swimming and Diving,https://instagram.com/em.ginovker,https://twitter.com/@emilieginovker,0
Brooke Murphy,Barstool Sports,Georgetown University,Tennis,https://instagram.com/brookeemurphyy,https://twitter.com/@bmurph32,0
Christian Bernabe,Barstool Sports,University of Arkansas at Little Rock,Baseball,https://instagram.com/cbern7,https://twitter.com/@cbernabe7,1
Jaylen Carson,Barstool Sports,University of Arkansas at Little Rock,Wrestling,https://instagram.com/jaylen_carson20,,1
Emma Bleasdell,Barstool Sports,University of Arkansas at Little Rock,Swimming and Diving,https://instagram.com/emmableasdell,https://twitter.com/@emmableasdell1,0
Aly Grider,Barstool Sports,University of Arkansas at Little Rock,Swimming and Diving,https://instagram.com/alygrider,https://twitter.com/@AlyGrider,0
Zach Peterson,Barstool Sports,Furman University,Football,https://instagram.com/zach_peterson,https://twitter.com/@jzachpeterson,1
Elijah McKoy,Barstool Sports,Furman University,Football,https://instagram.com/emckoy_,https://twitter.com/@mckoyeijah,1
Pearson Toomey,Barstool Sports,Furman University,Football,https://instagram.com/pearson.toomey,https://twitter.com/@pearson_toomey,1
Evan Cooley,Barstool Sports,Furman University,Football,https://instagram.com/evan.cooley,https://twitter.com/@Evan_Cooley1,1
Parker Stokes,Barstool Sports,Furman University,Football,https://instagram.com/_pswizzy,https://twitter.com/@pswizzy_,1
Max Arnold,Barstool Sports,Furman University,Football,https://instagram.com/maxarnold1,https://twitter.com/@MaxArnold15,1
Joe Anderson,Barstool Sports,Furman University,Basketball,https://instagram.com/joe22anderson,https://twitter.com/@joe22anderson,1
Sebastian Serpa,Barstool Sports,Furman University,Soccer,https://instagram.com/sebasserpa,https://twitter.com/@_sebasserpa,1
Charlie Boone,Barstool Sports,Furman University,Soccer,https://instagram.com/02cboone,,1
Hannah Hollander,Barstool Sports,Furman University,Softball,https://instagram.com/hannahholll,https://twitter.com/@hannahholll,0
Becca Crawford,Barstool Sports,Furman University,Softball,https://instagram.com/beccaacrawford,https://twitter.com/@BeccaCrawford23,0
Maggie Pate,Barstool Sports,Furman University,Tennis,https://instagram.com/mags_pate,https://twitter.com/@MaggiePate13,0
Mikaela Schultz,Barstool Sports,Furman University,Volleyball,https://instagram.com/mikaelagschultz,https://twitter.com/@mikaelaaschultz,0
Eli Campbell,Barstool Sports,Bradley University,Baseball,https://instagram.com/elicampbell29,https://twitter.com/@Campbell2922,1
Carson Husmann,Barstool Sports,Bradley University,Baseball,https://instagram.com/carson_husmann,https://twitter.com/@carson_husmann,1
Jordy van der Werf,Barstool Sports,Bradley University,Softball,https://instagram.com/jordyvanderwerf,https://twitter.com/@Jordyvanderwerf,0
Sarah Nacos,Barstool Sports,Bradley University,Golf,https://instagram.com/sarahnacos,https://twitter.com/@sn_nacos,0
Cooper Lutz,Barstool Sports,Syracuse University,Football,https://instagram.com/cooplutz24,https://twitter.com/@coopaprob2,1
John Sweetwood,Barstool Sports,Syracuse University,Football,https://instagram.com/johnsweetwood1,https://twitter.com/@JohnSweetwood4,1
Garth Barclay,Barstool Sports,Syracuse University,Football,https://instagram.com/gebarc,https://twitter.com/@GarthBarclay,1
Wil Froumy,Barstool Sports,Syracuse University,Football,https://instagram.com/wilfroumy,https://twitter.com/@wilfroumy,1
Zach Lee,Barstool Sports,Syracuse University,Lacrosse,https://instagram.com/zach_lee12,https://twitter.com/@zach__lee12,1
Jakob Phaup,Barstool Sports,Syracuse University,Lacrosse,https://instagram.com/jakephaup,https://twitter.com/@JakePhaup,1
Hilli Goldhar,Barstool Sports,Syracuse University,Soccer,https://instagram.com/hilligoldhar,https://twitter.com/@hilli_goldhar,1
Jolie Gustave,Barstool Sports,Syracuse University,Softball,https://instagram.com/jolie_gustave,https://twitter.com/@jolie_gustave,0
Shelby Calof,Barstool Sports,Syracuse University,Ice Hockey,https://instagram.com/shelby.calof,https://twitter.com/@shelbycalof,0
Kenzie Harris,Barstool Sports,Syracuse University,Lacrosse,https://instagram.com/_kenzharris,https://twitter.com/@kenzieharris30,0
Bronwen Rees-Wiedemann,Barstool Sports,Colgate University,Field Hockey,https://instagram.com/bronrw,https://twitter.com/@bronwen30469088,0
William Gruber,Barstool Sports,Colgate University,Football,https://instagram.com/wgruber1,https://twitter.com/@willgruber1,1
Sage Luther,Barstool Sports,Colgate University,Football,https://instagram.com/sageluther29,https://twitter.com/@sageluther291,1
J.T. Hower,Barstool Sports,Colgate University,Football,https://instagram.com/jthower3,https://twitter.com/@hower_jt,1
Mike Bevino,Barstool Sports,Colgate University,Football,https://instagram.com/mikebevino83,https://twitter.com/@BevinoMike,1
Jason Kcehowski,Barstool Sports,Colgate University,Football,https://instagram.com/jasonk10_,https://twitter.com/@82Jasonk,1
Tucker Richardson,Obsesh Media Inc,Colgate University,Basketball,,,1
Josh McKechney,Barstool Sports,Colgate University,Ice Hockey,https://instagram.com/josh_mckechney,https://twitter.com/@Kecker729,1
Aidan Toomey,Barstool Sports,Colgate University,Lacrosse,https://instagram.com/aidantoomey,https://twitter.com/@AidanToomey32,1
Max Edelstein,Barstool Sports,Colgate University,Soccer,https://instagram.com/max.edelsteen,,1
Daniel Brennecke,Barstool Sports,Colgate University,Soccer,https://instagram.com/d.brennecke_,https://twitter.com/@DanielBrenneck1,1
Dominic Galietta,Barstool Sports,Colgate University,Soccer,https://instagram.com/domgalietta7,https://twitter.com/@domgalietta7,1
Eli Gould,Barstool Sports,Colgate University,Soccer,https://instagram.com/Eli_gould,https://twitter.com/@Eli_Gould,1
Tanner Gates,Barstool Sports,Colgate University,Ice Hockey,https://instagram.com/tannergates4,https://twitter.com/@tannergates4,0
Kat Lioudis,Barstool Sports,Colgate University,Lacrosse,https://instagram.com/katherinelioudis,,0
Amelia Cunningham,Barstool Sports,Colgate University,Lacrosse,https://instagram.com/amelia_cunningham,,0
Grace Poncsak,Barstool Sports,Colgate University,Soccer,https://instagram.com/graceponcsak,https://twitter.com/@graceponcsak,0
Abbie Grady,Barstool Sports,Colgate University,Soccer,https://instagram.com/abgrady,https://twitter.com/@abgradyy,0
Lauren Rougas,Barstool Sports,Colgate University,Soccer,https://instagram.com/laurenrougas,https://twitter.com/@LaurenRougas,0
Emma Peck,Barstool Sports,Colgate University,Swimming and Diving,https://instagram.com/emmarpeck,https://twitter.com/@emmarpeck,0
Katherine Wand,Barstool Sports,Colgate University,Track and Field,https://instagram.com/katiewandd,https://twitter.com/@katie_wand9,0
Taylor Cigna,Barstool Sports,Colgate University,Volleyball,https://instagram.com/taylorcigna,https://twitter.com/@taylorcigna,0
Julia Kurowski,Obsesh Media Inc,Colgate University,Volleyball,,,0
Andrew Bird,Barstool Sports,Rice University,Football,https://instagram.com/abird_15,https://twitter.com/@Andrew1Bird,1
DJ Arkansas,Barstool Sports,Rice University,Football,https://instagram.com/dj.arkansas,https://twitter.com/@DJ_Arkansas,1
Jared Albert,Barstool Sports,Rice University,Football,https://instagram.com/tr3deuce_,https://twitter.com/@Jared_XXI,1
Braedon Nutter,Barstool Sports,Rice University,Football,https://instagram.com/braedon_nutter,https://twitter.com/@braedon_nutter,1
Cole Garcia,Barstool Sports,Rice University,Football,https://instagram.com/Colepgarcia,https://twitter.com/@thecolegarcia,1
Riley Abercrombie,Barstool Sports,Rice University,Basketball,https://instagram.com/riley_abercrombie,https://twitter.com/@Riley_Aber,1
Lauren Hurt,Barstool Sports,Rice University,Swimming and Diving,https://instagram.com/lauren.hurt,https://twitter.com/@laurenhurt_,0
Jim Pasquale,Barstool Sports,Iona College,Baseball,https://instagram.com/jpas2127,https://twitter.com/@JPas2127,1
Paul Sullivan,Barstool Sports,Iona College,Baseball,https://instagram.com/paul_sullivan,,1
John Conroy,Barstool Sports,Iona College,Cross Country,https://instagram.com/Conroyyyyy,https://twitter.com/@ConroyZoom,1
Emma Capuano,Barstool Sports,Iona College,Softball,https://instagram.com/emma.capuano,https://twitter.com/@emmacapuano,0
Sophie Murphy,Barstool Sports,Iona College,Cross Country,https://instagram.com/sophie_murphy98,https://twitter.com/@sophmurph101,0
Alexa Maggiacomo,Barstool Sports,Iona College,Lacrosse,https://instagram.com/alexamaggiacomo,https://twitter.com/@maggiacomoalexa,0
Katherine Meyer,Barstool Sports,Iona College,Lacrosse,https://instagram.com/katherinemeyerr,https://twitter.com/@katherinemeyerr,0
Emma Havrilla,Barstool Sports,Iona College,Soccer,https://instagram.com/emma_havrilla33,https://twitter.com/@EmmaHavrilla33,0
Kelsie Kearns,Barstool Sports,Iona College,Soccer,https://instagram.com/kelsiekearns,https://twitter.com/@kearrnss,0
Graceann Murphy,Barstool Sports,Iona College,Soccer,https://instagram.com/graceann.murphy,,0
Cristina Chiappini,Barstool Sports,Iona College,Water Polo,https://instagram.com/cristina_chiappini,https://twitter.com/@cccristina_,0
Sean Fisher,Barstool Sports,"University of Maryland, College Park",Baseball,https://instagram.com/Saucy.sean,https://twitter.com/@fisher__30,1
Hope Rose,Barstool Sports,"University of Maryland, College Park",Field Hockey,https://instagram.com/hope.rose10,https://twitter.com/@10hoperose,0
Rashard Jackson,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/shardjack32_,https://twitter.com/@SHARDDDYSHARD,1
Tommy Varhall,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/Tommy.varhall,https://twitter.com/@Tommyvarhall77,1
Mason Lunsford,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/masonlunsford_78,https://twitter.com/@Lunsford_Mason,1
Anthony Booker Jr.,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/tank.8,https://twitter.com/@Arbj14_,1
Colton Spangler,Barstool Sports,"University of Maryland, College Park",Football,https://instagram.com/Spanglercolton,https://twitter.com/@C_spangler12,1
Joshua Coffman,Barstool Sports,"University of Maryland, College Park",Lacrosse,https://instagram.com/jcoffman28,https://twitter.com/@joshcoffman99,1
Jeff Kline,Barstool Sports,"University of Maryland, College Park",Track and Field,https://instagram.com/jeff_the_thrower,,1
Taylor Whitmer,Barstool Sports,"University of Maryland, College Park",Soccer,https://instagram.com/tayylorwhitmer,https://twitter.com/@taylorwhitmer,0
Adalee Broadbent,Barstool Sports,"University of Maryland, College Park",Soccer,https://instagram.com/adalee_broadbent,https://twitter.com/@adalee2000,0
Vera Markovic,Barstool Sports,"University of Maryland, College Park",Tennis,https://instagram.com/verammarkovic,,0
Laila Ricks,Barstool Sports,"University of Maryland, College Park",Volleyball,https://instagram.com/Lailarcks,https://twitter.com/@lailarcks,0
Miranda Arruda,Barstool Sports,Seton Hall University,Softball,https://instagram.com/miranda_arruda,https://twitter.com/@MirandaArruda1,0
Baylee Allender,Barstool Sports,Seton Hall University,Softball,https://instagram.com/bayleeaallender,https://twitter.com/@bayleeaallender,0
Victoria Keenan,Barstool Sports,Seton Hall University,Basketball,https://instagram.com/2threevk,https://twitter.com/@keenanv23,0
Kate Cochran,Barstool Sports,Seton Hall University,Cross Country,https://instagram.com/kateecochran,https://twitter.com/@katecochran22,0
Rica Ongsiako,Barstool Sports,Seton Hall University,Cross Country,https://instagram.com/ricaongsiako,,0
Eden Dolezal,Barstool Sports,Seton Hall University,Volleyball,https://instagram.com/edendolezal6,https://twitter.com/@edendolezal,0
Hanna Tulli,Barstool Sports,Seton Hall University,Volleyball,https://instagram.com/hanna.tulli22,https://twitter.com/@HannaTulli,0
JP Gates,Barstool Sports,University of Miami,Baseball,https://instagram.com/jpgates1010,https://twitter.com/@JPGates10,1
Nicholas Regalado,Barstool Sports,University of Miami,Baseball,https://instagram.com/nicholas_regalado27,https://twitter.com/@Nick_Regzz27,1
Jared Griffith,Barstool Sports,University of Miami,Football,https://instagram.com/Moose_griffith,https://twitter.com/@moose_griffith,1
Solomon Strader,Barstool Sports,University of Miami,Track and Field,https://instagram.com/Solostrader,https://twitter.com/@SolomonStrader,1
Emma Tucker,Barstool Sports,University of Miami,Soccer,https://instagram.com/emmatucker8,,0
Jaclyn Marra,Barstool Sports,University of Miami,Soccer,https://instagram.com/jaclynmarra,https://twitter.com/@jaclynmarra9,0
Amanda Falck,Barstool Sports,University of Miami,Volleyball,https://instagram.com/amandaafalck,https://twitter.com/@amandaafalck,0
Jonathan Garibay,Barstool Sports,Texas Tech University,Football,https://instagram.com/jon_garibay9,https://twitter.com/@jon_garibay9,1
Trevor Roberson,Barstool Sports,Texas Tech University,Football,https://instagram.com/trevor_rob53,https://twitter.com/@TrevorMRoberso1,1
Caden Cymbala,Barstool Sports,Texas Tech University,Cross Country,https://instagram.com/caden_july,,1
Ashton O'Conner,Barstool Sports,Texas Tech University,Track and Field,https://instagram.com/ddb.ayoo,https://twitter.com/@_PlayaAce,1
Gisselle Kozarski,Barstool Sports,Texas Tech University,Soccer,https://instagram.com/gissellekozarski,https://twitter.com/@gissellekoz,0
Kenna Sauer,Barstool Sports,Texas Tech University,Volleyball,https://instagram.com/kenna_sauer,https://twitter.com/@kenna_sauer,0
Ryan Newton,Barstool Sports,Miami University,Football,https://instagram.com/ryannewton33,https://twitter.com/@RyanNewton33,1
Myja White,Barstool Sports,Miami University,Basketball,https://instagram.com/Myronjamesanthony,https://twitter.com/@Myja_22,1
Nick Bosley,Barstool Sports,Miami University,Cross Country,https://instagram.com/nick_boz21,https://twitter.com/@Boz921,1
John Sladic,Barstool Sports,Miami University,Ice Hockey,https://instagram.com/jsladic27,https://twitter.com/@Jslads12,1
Neal Wolfram,Barstool Sports,Miami University,Swimming and Diving,https://instagram.com/neal_wolfram,https://twitter.com/@neal_wolfram,1
Izzie Vaccari,Barstool Sports,Miami University,Soccer,https://instagram.com/izzie_vaccari,https://twitter.com/@IzzieVaccari,0
Maggie McCrary,Barstool Sports,Miami University,Volleyball,https://instagram.com/maggiemccrary,https://twitter.com/@MaggieMccrary,0
Jack Carr,Barstool Sports,Stony Brook University,Baseball,https://instagram.com/Jackcarr11,https://twitter.com/@Jackcarr1122,1
Justin Reese,Barstool Sports,Stony Brook University,Football,https://instagram.com/Jtreese_,https://twitter.com/@JusReese_,1
Anthony DeNicola,Barstool Sports,Stony Brook University,Football,https://instagram.com/denicola.2,https://twitter.com/@DeNicola223,1
Matt Mirabito,Barstool Sports,Stony Brook University,Football,https://instagram.com/matthewmirabito,,1
Jimmy Burns,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/jimmy_themonkey,,1
Ben Morschauser,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/ben_morsch,https://twitter.com/@BenMorsch,1
Michael Sabella,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/msabella4425,https://twitter.com/@mikesabella4556,1
Brooke Dye,Barstool Sports,Stony Brook University,Softball,https://instagram.com/brooke__dye,https://twitter.com/@brookedyee,0
Corinne Badger,Barstool Sports,Stony Brook University,Softball,https://instagram.com/corinnebadger,https://twitter.com/@corinne_badger,0
Kailyn Hart,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/kailyn_hart,https://twitter.com/@hartkailyn,0
Caleigh Wilbourn,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/caleighwilbourn,https://twitter.com/@WilbournCaleigh,0
Nicole Rizzo,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/_nicolerizzo_,https://twitter.com/@nicolebriana_,0
Hayden Lachenmeyer,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/haydenlachenmeyer,https://twitter.com/@haydenlach,0
Deanna Weisenburger,Barstool Sports,Stony Brook University,Lacrosse,https://instagram.com/deannaweisenburger,https://twitter.com/@deannamelia,0
Emma Hawkins,Barstool Sports,Stony Brook University,Swimming and Diving,https://instagram.com/emhawkinss,,0
Amanda Heinz,Barstool Sports,Stony Brook University,Swimming and Diving,https://instagram.com/amandaheinzzz,https://twitter.com/@AmandaHeinz13,1
Stephanie Reiter,Barstool Sports,Stony Brook University,Swimming and Diving,https://instagram.com/stephanieisreiter,https://twitter.com/@ReiterStephanie,0
Siara Guevara,Barstool Sports,Stony Brook University,Track and Field,https://instagram.com/siaraguevara,https://twitter.com/@siaraguevara,0
Jackson Grabsky,Barstool Sports,Jacksonville University,Baseball,https://instagram.com/jacksongrabsky5,https://twitter.com/@jacksongrabsky,1
Layton Perry,Barstool Sports,Jacksonville University,Baseball,https://instagram.com/laytonperry_12,https://twitter.com/@LaytonPerry12,1
Parker Murphy,Barstool Sports,Jacksonville University,Baseball,https://instagram.com/pmurph_20,https://twitter.com/@pmurph_20,1
Bryce Fisher,Barstool Sports,Jacksonville University,Baseball,https://instagram.com/bryc33_,https://twitter.com/@brycefisher03,1
Ethan Steier,Barstool Sports,Jacksonville University,Cross Country,https://instagram.com/ethansteier,https://twitter.com/@EthanSteier,1
Zach Blice,Barstool Sports,Jacksonville University,Soccer,https://instagram.com/zach_blice,https://twitter.com/@zach_blice16,1
Maxim Pencak,Barstool Sports,Jacksonville University,Soccer,https://instagram.com/maxim_pencak,https://twitter.com/@maxim_pencak,1
Shanese Miller,Barstool Sports,Jacksonville University,Basketball,https://instagram.com/shanmiller__,,0
Kasey Stevens,Barstool Sports,Jacksonville University,Lacrosse,https://instagram.com/kasey.kakes,,0
Hailey Grover,Barstool Sports,Jacksonville University,Rowing,https://instagram.com/hailey_0618,,0
Tinotenda Chiweshe,Barstool Sports,Jacksonville University,Soccer,https://instagram.com/ii.tino.ii,,0
Haley Woodaz,Barstool Sports,Jacksonville University,Soccer,https://instagram.com/haleywoodaz,https://twitter.com/@haleyrwoodaz,0
Olivia Abdallah,Barstool Sports,Jacksonville University,Soccer,https://instagram.com/_oliviaabdallah_,,0
Courtney Green,Barstool Sports,Jacksonville University,Soccer,https://instagram.com/courtney_green01,,0
Zoë LaBreche,Barstool Sports,Jacksonville University,Volleyball,https://instagram.com/zoelabreche,https://twitter.com/@LabrecheZoe,0
Brian Hart,Barstool Sports,Marist College,Baseball,https://instagram.com/_brianhart1,https://twitter.com/@_brianhart1,1
Reece Armitage,Barstool Sports,Marist College,Baseball,https://instagram.com/reecearmitage,https://twitter.com/@reecearmitage,1
Trevor Backman,Barstool Sports,Marist College,Baseball,https://instagram.com/trevor46backman,https://twitter.com/@trevor46backman,1
Donnie Stone,Barstool Sports,Marist College,Baseball,https://instagram.com/donnie_stone10,https://twitter.com/@Donnie_Stone10,1
Julian McGarvey,Barstool Sports,Marist College,Football,https://instagram.com/julian_mcgarvey,https://twitter.com/@JulianMcGarvey,1
Hunter Cobb,Barstool Sports,Marist College,Football,https://instagram.com/hunnacobb,https://twitter.com/@hunterc0419,1
Austin Trimble,Barstool Sports,Marist College,Football,https://instagram.com/austintrimble,,1
Jayson Colorado,Barstool Sports,Marist College,Football,https://instagram.com/juice2up,https://twitter.com/@jaysoncolorado4,1
Jacob Abill,Barstool Sports,Marist College,Football,https://instagram.com/jacobabill,https://twitter.com/@JacobAbill,1
Jamison Embury,Barstool Sports,Marist College,Lacrosse,https://instagram.com/jamison.embury,https://twitter.com/@JamisonEmbury,1
Anthony Filippetti,Barstool Sports,Marist College,Lacrosse,https://instagram.com/anthony_filippetti,https://twitter.com/@Anthony_Filippetti,1
Sean Kelliher,Barstool Sports,Marist College,Lacrosse,https://instagram.com/sean_kelliher,https://twitter.com/@Sean_kelliher_2,1
Jacob Schulman,Barstool Sports,Marist College,Soccer,https://instagram.com/Jacob.schulman,,1
Meghan Davis,Barstool Sports,Marist College,Softball,https://instagram.com/Meghaandaavis,https://twitter.com/@meghan_davis19,0
Sinead Heaney,Barstool Sports,Marist College,Cross Country,https://instagram.com/sinead_heaney,,1
Kathryn Tenney,Barstool Sports,Marist College,Cross Country,https://instagram.com/kathryn_tenney,,0
Rebecca Walters,Barstool Sports,Marist College,Cross Country,https://instagram.com/rebecca_walters_,https://twitter.com/@15becca_,0
Jaden Reasor,Barstool Sports,Marist College,Volleyball,https://instagram.com/jaden.reasor,https://twitter.com/@JadenReasor,0
Logan Bender,Barstool Sports,North Carolina State University,Baseball,https://instagram.com/bendystraw_,https://twitter.com/@BendyStraw__,1
Lyndon Cooper,Barstool Sports,North Carolina State University,Football,https://instagram.com/lyndon.56,https://twitter.com/@LyndonCooper5,1
Kameron Walker,Barstool Sports,North Carolina State University,Football,https://instagram.com/kam.walker,https://twitter.com/@Kamwalker13,1
Noah Bowers,Barstool Sports,North Carolina State University,Swimming and Diving,https://instagram.com/0_nbowers_1,https://twitter.com/@noah_bowers_,1
Gracie Roberts,Barstool Sports,North Carolina State University,Softball,https://instagram.com/graciie.roberts,https://twitter.com/@graciiieroberts,0
Madison Benson,Barstool Sports,North Carolina State University,Gymnastics,https://instagram.com/Madisonbensonn_,,0
Elissa Alcantara,Barstool Sports,North Carolina State University,Volleyball,https://instagram.com/Elissa.Alcantara,https://twitter.com/@AlcantaraElissa,0
Kristen McDaniel,Barstool Sports,North Carolina State University,Volleyball,https://instagram.com/kristenmcdaniel_,https://twitter.com/@kristennmcd,0
T.J. Pergine,Barstool Sports,Temple University,Football,https://instagram.com/Tj_pergine13,https://twitter.com/@TPergine,1
Gabriel Gelves,Barstool Sports,Temple University,Football,https://instagram.com/_gelves,https://twitter.com/@GabeGelves17,1
Logan Paulukow,Barstool Sports,Temple University,Rowing,https://instagram.com/logan_palukw,https://twitter.com/@logan_palukw,1
Dawson Anders,Barstool Sports,Temple University,Golf,https://instagram.com/danders3855,https://twitter.com/@DawsonAnders38,1
Andrew Curran,Barstool Sports,Temple University,Golf,https://instagram.com/andrewcurran_,https://twitter.com/@Andrew_Curran17,1
Sean Karani,Barstool Sports,Temple University,Soccer,https://instagram.com/Seankarani,https://twitter.com/@KaraniSean,1
Mike Eijgendaal,Barstool Sports,Temple University,Soccer,https://instagram.com/mike_eijgendaal,,1
Julie Schickling,Barstool Sports,Temple University,Lacrosse,https://instagram.com/Julie.schickling,https://twitter.com/@julie_schick,0
Riley McGowan,Barstool Sports,Temple University,Lacrosse,https://instagram.com/riley.mcgowan,https://twitter.com/@rileymmcgowan,0
Natalie DeMasi,Barstool Sports,Temple University,Soccer,https://instagram.com/Nataliedemasii,https://twitter.com/@NatalieDeMasi10,0
Shay Taylor,Barstool Sports,Ohio University,Football,https://instagram.com/shaydog05,https://twitter.com/@Shay_Taylor5,1
Wyatt Walton,Barstool Sports,Ohio University,Football,https://instagram.com/wyatt.walton56,https://twitter.com/@WyattWalton12,1
Kurt Danneker,Barstool Sports,Ohio University,Football,https://instagram.com/Kurty_D,https://twitter.com/@kdannek,1
Cooper Mullen,Barstool Sports,Ohio University,Cross Country,https://instagram.com/coopermullen2,https://twitter.com/@MullenCooper,1
Jordan Earnest,Barstool Sports,Ohio University,Wrestling,https://instagram.com/jearnest23,,1
Oscar Sanchez,Barstool Sports,Ohio University,Wrestling,https://instagram.com/o.sanchez__,https://twitter.com/@o_sanchezzz,1
John Mark Williams,Barstool Sports,Ohio University,Wrestling,https://instagram.com/john_mark_w1ll1ams_,https://twitter.com/@JohnMarkW2000,1
Emma Melcher,Barstool Sports,Ohio University,Softball,https://instagram.com/emmamelcher,https://twitter.com/@melcher_emma_,0
