Title,URL,Description,Date Published
"Wagner chief visits Bakhmut again as heavy fighting continues in city’s central districts, according to video",https://egyptindependent.com/wagner-chief-visits-bakhmut-again-as-heavy-fighting-continues-in-citys-central-districts-according-to-video/,It’s unclear exactly when it was shot. “Wagner group doesn’t always let war journalists join them at the front lines. I asked the boss of the company Yevgeny Prigozhin and he allowed me to come along to the fighters’ positions at Bakhmutka river ...,2023-03-28
Greenberg Traurig Advises Interests of Wellington Equestrian Partners in Celebrity-Backed Joint Venture,https://www.benzinga.com/pressreleases/23/04/p32097870/greenberg-traurig-advises-interests-of-wellington-equestrian-partners-in-celebrity-backed-joint-ve,"Attorneys at global law firm Greenberg Traurig, P.A. represented the interests of Wellington Equestrian Partners (WEP) in the creation of a new joint venture with NEXUS Luxury Collection, a real estat",2023-04-28
Rigging Accessories and Rope Market 2023 Size and Share Analysis Report 2030,https://www.marketwatch.com/press-release/rigging-accessories-and-rope-market-2023-size-and-share-analysis-report-2030-2023-04-26,Pre and Post Covid Report Is Covered | Final Report Will Add the Analysis of the Impact of Russia-Ukraine War and,2023-04-26
Gold Mafia - Angel&#39;s Call to Mnangagwa Was &#39;Unfortunately&#39; Not Recorded - Al Jazeera Investigator Claims - President Said to Have Offered Zambezi Valley,https://www.msn.com/en-xl/africa/other/gold-mafia-angels-call-to-mnangagwa-was-unfortunately-not-recorded-al-jazeera-investigator-claims-president-said-to-have-offered-zambezi-valley/ar-AA1aLMmK,"President Emmerson Mnangagwa was called by his emissary Uebert Angel, unfortunately, the phone call was not recorded, an Al Jazeera investigative journalist has claimed.According to the journalist who posed as Miss Sin,",2023-05-05
Wagner leader: Russia now holds more than 80% of Bakhmut,https://gna.org.gh/2023/04/wagner-leader-russia-now-holds-more-than-80-of-bakhmut/,"Moscow, April 11, (dpa/GNA) – Russia’s Wagner Group of mercenaries, says it has now seized most of the contested city of Bakhmut in eastern Ukraine after months of combat. “The majority of Bakhmut, effectively more than 80% is under our control ...",2023-04-12
Purported former Wagner commanders say they killed children in Ukraine,https://www.cnn.com/videos/world/2023/04/18/exp-ukraine-war-wagner-children-murder-john-vause-fst-041812aseg1-cnni-world.cnn,CNN reporter gets firsthand look at Ukrainians training on donated tanks,2023-04-19
Wagner Group chief denies his mercenaries imprisoned: »We do not shoot children or civilians»,https://www.news360.es/australia/2023/04/17/wagner-group-chief-denies-his-mercenaries-imprisoned-we-do-not-shoot-children-or-civilians/,"The head of the Wagner mercenary group, Yevgeni Prigozhin, on Monday denied claims by some of the men who fought for hire on the Russian side in the Ukrainian war that they had received direct orders to shoot children and civilians. »Of course ...",2023-04-17
Russian soldiers allegedly disappeared due to Wagner Group: They are &#39;unaccounted for&#39;,https://www.ohmymag.co.uk/news/russian-soldiers-allegedly-disappeared-due-to-wagner-group-they-are-unaccounted-for_art17226.html,"While the Wagner Group has played a vital role in supporting the Russian army during its war in Ukraine, it has also allegedly made 100 Russian soldiers disappear after they refused to sign contracts with the mercenary group. The missing soldiers were ...",2023-04-13
Ukraine: Switzerland sanctions Wagner Group,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-94455.html,"Bern, 20.04.2023 - The Department of Economic Affairs, Education and Research (EAER), responsible for imposing sanctions, today added the Wagner Group and news agency RIA FAN to Switzerland’s list of sanctions against Russia. The changes take effect from ...",2023-04-21
Ukraine War: Alleged ex-Wagner Group members apparently confess to war crimes,https://news.sky.com/video/share-12861045,"Two former members of the Wagner Group told the exiled Russian human rights group Gulagu.net that they committed multiple atrocities. In a video, while smoking a cigarette, Azamat Uldarov was seen ...",2023-04-19
"Putin could oust Wagner Group head Yevgeny Prigozhin over doubts about his loyalty, Western officials claim",https://inews.co.uk/news/world/putin-could-oust-wagner-group-militia-head-prigozhin-doubts-loyalty-western-officials-claim-2257117?ITO=msn,"Russian President, Vladimir Putin, could replace the leader of the Wagner Group militia operating on the Kremlin’s behalf in Ukraine as relations with the military outfit’s boss, Yevgeny ...",2023-04-05
&#39;Cyber equivalent of the Wagner Group&#39; poses serious threat to the UK,https://www.thenationalnews.com/world/uk-news/2023/04/19/cyber-equivalent-of-the-wagner-group-poses-serious-threat-to-the-uk/,"Cabinet Office minister Oliver Dowden said on Wednesday that the “cyber equivalent of the Wagner Group” posed a serious threat to the UK, as he announced that the NCSC was issuing an “official threat notice” to operators of critical national ...",2023-04-19
Switzerland adds Wagner Group and RIA to list of Russia sanctions,https://apa.az/en/europe/switzerland-adds-wagner-group-and-ria-to-list-of-russia-sanctions-401462,The reference is absolute if you use the information. When you use information from this site link to the relevant required.,2023-04-20
"Wagner Group boss Yevgeny Prigozhin may challenge Putin for Russian presidency, analysts say",https://inews.co.uk/news/world/wagner-group-boss-yevgeny-prigozhin-challenge-putin-russian-presidency-2240556?ico=related_stories,"The head of notorious Russian mercenary organisation, the Wagner Group, may have dropped a hint that he intends to challenge Vladimir Putin for the presidency of Russia in 2024, analysts say.",2023-03-29
Nigeria Can Earn Over $2.7bn Annually From Cashew Production - Group,https://allafrica.com/stories/202304110074.html,"The President, National Cashew Association of Nigeria (NCAN), Mr. Joseph Ajanaku, has stated that Nigeria could earn over $2.7 billion on annual basis by increasing its production capacity to ...",2023-04-11
"Prigozhin: the Wagner group destroyed 38,000 fighters on the side of Ukraine",https://www.easternherald.com/2023/04/13/prigozhin-the-wagner-group-destroyed-38000-fighters-on-the-side-of-ukraine/,"Wagner Group founder Yevgeny Prigozhin said the Wagnerians killed 38,000 fighters on the side of Ukraine. “Now let’s talk about the dead and injured. We entered combat on March 19, 2022. From the first day of hostilities to the present day, our ...",2023-04-13
Former Wagner fighters claim they were ordered to kill children and civilians in Ukraine,https://inews.co.uk/news/world/former-wagner-fighters-claim-ordered-kill-children-civilians-ukraine-2281597?ITO=msn,"Two Russian men claiming to be former Wagner Group commanders have said they killed children and civilians under orders in Ukraine, according to videos released by a human rights organisation.",2023-04-18
Wagner’s forces near Bakhmut to be depleted in two months if they don&#39;t change tactics - army spox,https://www.ukrinform.net/rubric-ato/3694638-wagners-forces-near-bakhmut-to-be-depleted-in-two-months-if-they-dont-change-tactics-army-spox.html,"If there are no changes in Wagner Group’s war tactics around Bakhmut in Donetsk region, their forces will be exhausted within two months. Such an opinion was expressed by the spokesman for the Eastern Group of Ukraine’s Armed Forces, Serhii Cherevatyi ...",2023-04-11
"South Africa: Video of Large Group of Protesters From 2020, Not South African #nationalshutdown in March 2023",https://allafrica.com/stories/202303240173.html,"IN SHORT: A number of videos and photos were shared on social media in South Africa on 20 March, many claiming to show supporters of the Economic Freedom Fighters taking to the streets in large ...",2023-03-22
New Russian militia group rises as Wagner Group gets too big to control,https://dunyanews.tv/en/World/714146-New-Russian-militia-group-rises-as-Wagner-Group-gets-too-big-to-control,"On April 4, two days after a Russian ultranationalist blogger with links to the Wagner Group militia was killed in St Petersburg, British military intelligence published a new warning on its Twitter account. “Russia is likely seeking to sponsor and ...",2023-04-08
Putin&#39;s inner circle joins war on frontlines; Kremlin spokesman&#39;s son fights as Wagner mercenary,https://www.hindustantimes.com/videos/world-news/putins-inner-circle-joins-war-on-frontlines-kremlin-spokesman-s-son-fights-as-wagner-mercenary-101682258216944.html,"In an interview, Kremlin spokesman Dmitry Peskov&#39;s son, Nikolay, revealed that he served with Russia&#39;s Wagner group in the special military operation.",2023-04-23
Ukraine War: Russia&#39;s Wagner group close in on Bakhmut city centre,https://news.sky.com/video/share-12848410,"Sky News military analyst Sean Bell takes a look at the latest developments in Bakhmut, where soldiers from the Wagner group are closing in on the centre of the city but Ukrainian troops are still ...",2023-04-03
"Licence to Kill: Ex-Wagner soldiers say killed kids, civilians in Ukraine on orders",https://www.firstpost.com/world/licence-to-kill-former-wagner-members-say-they-were-ordered-to-annihilate-everyone-in-ukraine-12470562.html,"Both Uldarov and Savichev were pardoned by a Russian presidential decree last year. Headed by the Russian oligarch Yevgeny Prigozhin, the Wagner group is a private mercenary deployed in Ukraine. The group has recruited thousands of fighters from jails ...",2023-04-18
“I am a pioneer!”: Peskov’s son spoke about his service in the Wagner group,https://www.easternherald.com/2023/04/23/i-am-a-pioneer-peskovs-son-spoke-about-his-service-in-the-wagner-group/,"+A- &lt;p class=&quot;article__subtitle&quot;&gt;Dmitry Peskov&#39;s son said the family did not immediately, but supported the decision to join the Wagner Group&lt;/p&gt; A video interview ...",2023-04-23
PMC “Wagner” tried to buy weapons in one of the NATO countries,https://www.easternherald.com/2023/04/10/pmc-wagner-tried-to-buy-weapons-in-one-of-the-nato-countries/,"As noted, in early February, employees of the Wagner Group met “with representatives of Turkey in order to purchase weapons and equipment” for military operations in Mali and Ukraine, according to one of the reports. Mali’s interim president ...",2023-04-10
Life coaching group accused of abusing and fleecing victims to open offices in SA,https://www.iol.co.za/saturday-star/news/life-coaching-group-accused-of-abusing-and-fleecing-victims-to-open-offices-in-sa-03b3d9b2-1e00-41ff-a2c0-98871b3a908a,"Johannesburg - A UK-based life coaching group that has been accused of abusing, exploiting and fleecing victims have confirmed their intention to launch offices in South Africa. Lighthouse Global ...",2023-04-15
"Putin’s private army plugging gaps in Russia’s forces, says UK",https://www.standard.co.uk/news/uk/putin-private-army-wagner-group-russia-ukraine-losses-donbas-uk-mod-latest-b1012918.html,"In its latest intelligence briefing on the conflict in Ukraine, Britain’s Ministry of Defence said on Monday that Russia has become reliant on the Wagner Group, which has played what it said was ...",2022-07-18
The task of PMC “Wagner” is to expand the territory of the Russian Federation from Alaska to South Africa,https://www.easternherald.com/2023/04/20/the-task-of-pmc-wagner-is-to-expand-the-territory-of-the-russian-federation-from-alaska-to-south-africa/,Wagner PMC chief Yevgeny Prigozhin said the main task of the military company was to expand the borders of the Russian Federation from Alaska to Australia and South Africa. He spoke about this when answering a question about the future of Wagner PMC ...,2023-04-20
"Pentagon leaks West&#39;s ploy to delay Kiev’s attack, won’t hurt Ukraine, says Wagner boss",https://www.firstpost.com/world/pentagon-leaks-wests-ploy-to-delay-kievs-attack-wont-hurt-ukraine-says-wagner-boss-12458522.html,"New Delhi: Wagner Group head Yevgeny Prigozhin on Friday said that the leaked Pentagon documents do not contain any strategic disclosures that could be detrimental to Kiev, and the media attention they have received must be an effort by the West to ...",2023-04-15
"Russian group Wagner mercenaries say they control Bakhmut, Kiev denies it",https://plataformamedia.com/en/2023/04/03/russian-group-wagner-mercenaries-say-they-control-bakhmut-kiev-denies-it/,"The Russian paramilitary group Wagner said today it had taken the city of Bakhmut, but Ukraine said it still held the eastern city, the scene of fighting in recent months. “In the legal sense, Bakhmut was captured. The enemy is concentrated in the ...",2023-04-03
Putin&#39;s offensive forces Ukraine withdrawal from Bakhmut? Wagner mocks Zelensky&#39;s war strategy,https://www.hindustantimes.com/videos/world-news/putins-offensive-forces-ukraine-withdrawal-from-bakhmut-wagner-mocks-zelensky-s-war-strategy-101682159914031.html,"Amid an intensifying Bakhmut battle, Putin ally and Wagner group chief has mocked Zelensky&#39;s planned spring offensive. Watch this video for details.",2023-04-22
Wagner’s Prigozhin proposes Russia ends war in Ukraine,https://english.nv.ua/nation/wagner-s-prigozhin-proposes-russia-ends-war-in-ukraine-news-50318011.html,"Moscow should end the war against Ukraine and focus on consolidating the territorial gains it still holds on to, the owner of Russian private military company Wagner Group, Yevgeny Prigozhin, said on April 14. Prigozhin’s press service posted a message ...",2023-04-15
UK lawyers trying to block YouTube videos promoting Wagner PMC,https://english.nv.ua/nation/uk-lawyers-trying-to-block-youtube-videos-promoting-wagner-pmc-50319063.html,"“I don’t think it’s acceptable for any media platform to post videos that are commercial ads for the Wagner Group, showing its deadly terrorism for recruitment and promotion around the world,” he said. The legal appeal was submitted following an ...",2023-04-20
Wagner PMC boss Prigozhin releases large group of Ukrainian prisoners-of-war for Easter,https://euroweeklynews.com/2023/04/16/wagner-pmc-boss-prigozhin-releases-large-group-of-ukrainian-prisoners-of-war-for-easter/,"A large group of Ukrainian prisoners-of-war has been released for Easter on the orders of Wagner PMC boss Yevgeny Prigozhin. To celebrate the occasion of Easter, Yevgeny Prigozhin, the founder of Wagner PMC instructed that a large group of prisoners of war ...",2023-04-16
The leader of the “Wagner” Group suggests that the war in Ukraine should be stopped because it has achieved its goals,https://www.weeklyblitz.net/news/the-leader-of-the-wagner-group-suggests-that-the-war-in-ukraine-should-be-stopped-because-it-has-achieved-its-goals/,"According to the head of the “Wagner” Group, the opponents of the war within the political elites are sabotaging the decisions made in order to successfully continue the war. “During the meetings she is silent, expressing her doubts. And when ...",2023-04-15
Uneven Cease-Fire in Sudan Makes Escape Hard for Desperate Civilians,https://www.nytimes.com/2023/04/19/world/africa/sudan-fighting-ceasefire.html,The army and the paramilitary group it is battling agreed to a 24-hour cease-fire. But many residents were unsure whether the truce was solid enough to safely flee. Send any friend a story As a ...,2023-04-19
Wagnerites killing children won’t escape justice - Head of Zelensky’s Office,https://www.ukrinform.net/rubric-ato/3697090-wagnerites-killing-children-wont-escape-justice-head-of-zelenskys-office.html,"Yermak wrote about this on Telegram, commenting on a video published in the media in which Wagner Group mercenaries confess to taking part in mass murders of civilians, including children, Ukrinform reports. &quot;Russian terrorists confessed to killing ...",2023-04-17
"Canada slaps new sanctions on Russian, Belarusian entities, including ones linked to Wagner mercenaries",https://english.nv.ua/nation/canada-slaps-new-sanctions-on-russia-belarus-entities-including-ones-linked-to-wagner-50317252.html,"Canada has imposed new sanctions against Russian and Belarusian individuals and entities, including those linked to Russia’s Wagner Group mercenary company, Canadian Prime Minister Justin Trudeau said on April 11. “To maintain the pressure on the ...",2023-04-12
Ukraine and the United States will try to seize the assets of “Wagner”,https://www.easternherald.com/2023/04/18/ukraine-and-the-united-states-will-try-to-seize-the-assets-of-wagner/,Another priority for the Ukrainian prosecutor’s office is to step up efforts to bring the “Wagner Group” to justice. “We sincerely welcome the strengthening of cooperation with the FBI and the decision by the US Department of Justice to appoint a ...,2023-04-17
"In the battle of PMC “Wagner” for Artemovsk (Bakhmut), the outcome is near",https://www.easternherald.com/2023/04/09/in-the-battle-of-pmc-wagner-for-artemovsk-bakhmut-the-outcome-is-near/,"However, tensions between the Wagner Group and conventional Russian troops (RF Armed Forces) over responsibility for tactical successes at Bakhmut appear to be escalating. At the same time, attack rates also decrease. says the ISW publication.",2023-04-09
Russia sending elite units to Bakhmut due to heavy PMC Wagner losses,https://english.nv.ua/nation/russia-sending-elite-units-to-help-wagner-near-bakhmut-ukraine-news-50316720.html,"“Wagner (Group) is suffering very heavy losses, so they are forced to bring in additional regular army units, including paratroopers and motorized riflemen, to replenish the group in that area,” he said. Earlier, Ukrainian Deputy Defense Minister Hanna ...",2023-04-10
Prigozhin trying to convince Putin to go on defensive ahead of Ukraine’s counteroffensive - ISW,https://www.ukrinform.net/rubric-ato/3699514-prigozhin-trying-to-convince-putin-to-go-on-defensive-ahead-of-ukraines-counteroffensive-isw.html,"Yevgeny Prigozhin, leader of the notorious Wagner Group, is likely trying to persuade the Russian president to go on the defensive and focus on holding the current front lines ahead of the anticipated Ukrainian counteroffensive. This is stated in an update ...",2023-04-23
Response to ‘Wagnerites’ must be global - Ukraine’s prosecutor general,https://www.ukrinform.net/rubric-ato/3698952-response-to-wagnerites-must-be-global-ukraines-prosecutor-general.html,"The Prosecutor General emphasized that the response to the actions of the Wagner Group forces should be global. &quot;I believe that the United States will be standing with us to put an end to this international terrorist organization,&quot; he said. According to ...",2023-04-21
Dozens of civilians are dead as rival military factions battle for control of Sudan,https://www.npr.org/2023/04/16/1170289462/sudans-army-and-rsf-are-doing-battle-leaving-56-civilians-dead,"KHARTOUM, Sudan — The Sudanese military and a powerful paramilitary group battled for control of ... of the Middle East and Sub-Saharan Africa, is known for its history of military coups and ...",2023-04-16
WHITE HOUSE’S KIRBY: U.S. HAS MADE NO DETERMINATION YET OF WAGNER BEING ‘FOREIGN TERRORIST ORGANIZATION’,https://www.cnbcafrica.com/wire/392443,(c) Copyright Thomson Reuters 2023. Click For Restrictions – https://agency.reuters.com/en/copyright.html,2023-04-20
Birmingham City receive Tom Wagner response after huge sale update,https://www.birminghammail.co.uk/sport/football/football-news/birmingham-city-receive-tom-wagner-26747645,Birmingham City fans have reacted to reports American hedge fund manager Tom Wagner is close to buying a stake in the club. Bloomberg report that Wagner is ‘close’ to buying a stake in the ...,2023-04-23
Russia&#39;s backed Wagner Group claims control over town of Soledar in eastern Ukraine,https://newsonair.gov.in/Main-News-Details.aspx?id=453842,"Russia&#39;s backed Wagner Group has claimed control over the town of Soledar in eastern Ukraine. The Russian media reports that the Wagner head, Yevgeniy Prigozhin said, Wagner units took control of the entire territory of Soledar. He said, a cauldron has ...",2023-01-11
"Ukraine&#39;s military and Russian Wagner Group, both claim to control Blahodatne area in eastern region of Donetsk",https://newsonair.gov.in/Main-News-Details.aspx?id=454883,"Ukraine&#39;s military and the Russian Wagner Group, both claimed to control the Blahodatne area in the eastern region of Donetsk. The General Staff of Ukraine&#39;s Armed Forces yesterday said that units of Defence Forces repelled the attacks on the occupiers in ...",2023-01-30
Russian forces bear down on Ukrainian defenders in Bakhmut,https://www.independent.co.uk/news/ap-kremlin-wagner-group-wagner-vladimir-putin-b2319900.html,"Find your bookmarks in your Independent Premium section, under my profile",2023-04-14
የሩሲያው ተዋጊ ዋግነር ግሩፕ አብዛኛውን የባክሙት ክፍል መቆጣጠሩን ገለጸ,https://am.al-ain.com/article/russian-wagner-group-bakhmut,የሩሲያ ዋግነር ቅጥረኛ ቡድን መሪ ማክሰኞ እንዳስታወቁት ጦርነቱ ከባድ እና ደም አፋሳሽ ጦርነት ከተካሄደ በኋላ ከ80 በመቶ በላይ የሚሆነውን የዩክሬኗን ባክሙ ...,2023-04-12
Russian officials are denying ammunition to Wagner fighters — group founder,https://www.theedgemarkets.com/node/656033,"the founder of Russia&#39;s mercenary group Wagner, accused unspecified officials of deliberately denying his fighters sufficient ammunition as part of an ongoing rivalry between himself and parts of the Russian elite.",2023-02-20
FAR Group AFRICA: Supporting African Nations&#39; Security Missions,https://www.linkedin.com/pulse/far-group-africa-supporting-african-nations-security-missions-joseph,"FAR GROUP, a leading global provider of defense solutions, is keenly interested in Africa, particularly in matters related to defense. To address the security issues facing African nations ...",2023-04-10
Africa pushes for access to clean cooking,https://www.africa-newsroom.com/press/africa-pushes-for-access-to-clean-cooking?lang=en,“I believe Africa can become the first truly green civilisation to use renewable fuel for purposes of a transformative economic journey.” Distributed by APO Group on behalf of Green Energy Africa Summit. Green Energy Africa Summit: Under the theme ...,2023-04-19
"Africa must urgently invest in economic recovery, Finance Ministers urge",https://www.africa-newsroom.com/press/africa-must-urgently-invest-in-economic-recovery-finance-ministers-urge?lang=en,adding that sustainable solutions must be developed by Africa and partnership and collaborations were key to a transformed Africa. Distributed by APO Group on behalf of United Nations Economic Commission for Africa (ECA).,2023-03-21
African Wind Potential | Africa business group,https://www.linkedin.com/pulse/african-wind-potential-africa-business-group-charley-rattan,Today I was at the Africa business group meeting in Manchester headlined &#39;Across Africa.&#39; and held at the cavernous Old Trafford cricket ground A healthy gathering attended the vent hosted by the ...,2023-03-30
Liquid Dataport Partners with ICOSNET to boost business productivity and growth in Algeria,https://www.africa-newsroom.com/press/liquid-dataport-partners-with-icosnet-to-boost-business-productivity-and-growth-in-algeria?lang=en,Distributed by APO Group on behalf of Liquid Intelligent Technologies. Cassava Technologies is a pan-African technology leader providing a vertically integrated ecosystem of digital services and infrastructure enabling digital transformation across Africa.,2023-04-20
A New Era of Digital Retail in Africa,https://www.africa-newsroom.com/press/a-new-era-of-digital-retail-in-africa?lang=en,"Exploring innovation coupled with cutting-edge tech is on the up as brands and retailers consider what, when and how to ride the new wave of consumerism in Africa. With the future of digital retail in Africa an exciting and ever-changing landscape.",2023-03-28
Strengthening Self-Reliance among Drought-Affected Communities in Eastern Africa,https://www.africa-newsroom.com/press/strengthening-selfreliance-among-droughtaffected-communities-in-eastern-africa?lang=en,"early warning systems and enhanced knowledge and education to help communities cope with climate change implications such as droughts and floods,” stressed Phiri. Distributed by APO Group on behalf of FAO Regional Office for Africa.",2023-04-19
The Awakening: Activations in Africa (By Warren Brett),https://www.africa-newsroom.com/press/the-awakening-activations-in-africa-by-warren-brett?lang=en,"It makes the activation potential in Africa, despite the challenges, so exciting,” said Brett. Distributed by APO Group on behalf of Smollan.",2023-04-17
South Africa: Three National Order nominees withdrawn,https://www.africa-newsroom.com/press/south-africa-three-national-order-nominees-withdrawn?lang=en,These measures include a workshop which will be undertaken by Council members at the end of April 2023. Timelines of the selection process will also be reviewed. Distributed by APO Group on behalf of The Presidency: Republic of South Africa.,2023-04-23
Africa becoming the gender hub for gender mainstreaming success,https://www.africa-newsroom.com/press/africa-becoming-the-gender-hub-for-gender-mainstreaming-success?lang=en,"Gender Mainstreaming Champion, Southern Africa 2022. AECI Group Manager: Diversity and Inclusion, Nina Ngidi. “Our longstanding relationship with the Business Engage and the Gender Mainstreaming awards is an attestation to our commitment to a more gender ...",2023-04-11
Ukraine hits Wagner Group’s base in Popasna,https://www.tvcnews.tv/2022/08/ukraine-hits-wagner-groups-base-in-popasna/,"The Wagner group of private military contractors has played an active role in the fighting in Donbas, often deployed as infantry to advance on towns from which Ukrainian forces have withdrawn. The paramilitary group is sponsored by Russia. Serhiy Hayday ...",2022-08-15
Universal Music Group Launches Def Jam Africa,https://www.udiscovermusic.com/news/umg-launches-def-jam-africa/,"Universal Music Group announced the launch of Def Jam Africa, a new label division dedicated to “representing the best hip-hop, Afrobeats and trap talent in Africa,” reads the release.",2023-04-13
Starting a food company in Burundi: Businessman shares his experience,https://www.howwemadeitinafrica.com/starting-a-food-company-in-burundi-businessman-shares-his-experience/152722/,"Initially, he established Kazoza Financial Group, a community bank where he still holds the position of president. Subsequently, Nikondeha turned his attention to addressing malnutrition in Burundi, founding Burundi Fortified Foods (BFF) in 2019.",2023-04-06
Shock as male chess player busted competing in women&#39;s category,https://nation.africa/kenya/sports/other-sports/shock-as-male-chess-player-busted-competing-in-women-s-category-4192642,"In round four action held Friday, Timothy Mwabu (1718) upset the reigning African Junior chess champion International Master Jan Karsten (2292) of South Africa. Mwabu had earlier beaten the 2000 and 2004 winner Candidate Master Benjamin Magana in round two.",2023-04-08
Using innovation to improve grain quality in Rwanda,https://www.howwemadeitinafrica.com/using-innovation-to-improve-grain-quality-in-rwanda/152892/,"Indeed, the World Health Organization (WHO) estimates that more than 500 million people in sub-Saharan Africa are exposed to aflatoxin’s serious long-term health effects.",2023-04-13
Supplying the American market with Nigerian superfoods,https://www.howwemadeitinafrica.com/supplying-the-american-market-with-nigerian-superfoods/152915/,"“Bringing those products into Africa was a whole other journey. It did not succeed as I had hoped,” he says. “In fact, I fell on my face and failed at it.” Bako did not give up. “I started researching the possibility of turning the plan ...",2023-04-13
MSC Group plans to acquire Bolloré Africa Logistics,https://www.railjournal.com/africa/msc-group-plans-to-acquire-bollore-africa-logistics/,"THE Bolloré Group has entered into an exclusivity agreement with MSC Group regarding the €5.7bn sale of its transport and logistics activities in Africa. The agreement lasts until March 31 and allows MSC to conduct, if required, an additional audit ...",2023-04-18
"Prem Roopnarain, a dear colleague, a loyal friend, a true gentleman",https://www.linkedin.com/pulse/prem-roopnarain-dear-colleague-loyal-friend,"His generosity of spirit and willingness to help will be sorely missed. On behalf of the firstEquity Group, we extend our heartfelt sympathy and compassion to his family and friends. We know that ...",2023-04-20
Brutality of Russia&#39;s Wagner gives it lead in Ukraine war,https://www.couriernews.com/news/national/brutality-of-russias-wagner-gives-it-lead-in-ukraine-war/article_0cdc656c-d53d-5cc5-bed9-8547385e2ac7.html,"Please log in, or sign up for a new account and purchase a subscription to continue reading. Verify your print or online subscription account here. Full week print ...",2023-01-27
Super Falcons drawn against South Africa in 2022 AWCON,https://www.thecable.ng/super-falcons-drawn-against-south-africa-in-2022-awcon,"and Botswana for the 2022 Africa Women’s Cup of Nations (AWCON). In the draw ceremony which was held in Rabat on Friday evening, the Super Falcons are placed in group C for the biennial football ...",2022-04-29
WWE And MBC Group Announce Broadcast Partnership In Middle East And North Africa,https://www.fightful.com/wrestling/wwe-announces-broadcast-partnership-middle-east-and-north-africa,"WWE and MBC Group have a new broadcast deal in Middle East And North Africa. WWE announced a major broadcast partnership that will see MBC’s video on demand (VOD) streaming service, Shahid, become the new home of WWE in the Kingdom of Saudi Arabia and ...",2023-04-01
THE IMPACT OF CREDIT RATINGS ON THE COSTS OF DEVELOPMENT FINANCE IN AFRICA,https://www.undp.org/africa/events/impact-credit-ratings-costs-development-finance-africa,"Questions have been raised about the determination of these ratings in Africa, where there is a dearth of relevant data and where ratings agencies may not have a presence in the countries. This dynamic could have dire implications for much-needed ...",2023-04-14
Central Africa &amp; Gulf of Guinea,https://www.wcs.org/our-work/regions/central-africa-gulf-of-guinea,"The Central Africa region encompasses the vast Congo Basin and Ogooué Basin forests, the second largest tropical forest in the world. It features exceptional biodiversity and is of great conservation importance, harboring vast contiguous forest blocks ...",2020-08-14
Press offices,https://www.allianz.com/en/press/press-service/press-offices.html,"For your general inquiry to be addressed or resolved as quickly as possible, please direct it to the relevant country or organization. A convenient listing of international contacts is available on our Allianz Worldwide page.",2023-04-05
Wagner Boss Claims Russia’s Mission Accomplished in Ukraine,https://news.yahoo.com/wagner-boss-claims-russia-mission-235100516.html,Wagner Group founder Yevgeny Prigozhin says Russia has already accomplished its goals in Ukraine—but must keep fighting even if it means humiliating defeat so that the country can ultimately rise again as a “war monster” that the international ...,2023-04-15
Russia&#39;s Wagner says Bakhmut city center taken,https://www.i24news.tv/en/news/ukraine-conflict/1680485946-wagner-group-says-bakhmut-city-center-taken,Ukraine says &#39;defenders are courageously holding the city as they repel numerous attacks&#39; The leader of Russia’s Wagner group announced the capture of Bakhmut’s municipal center on Monday ...,2023-04-03
Wagner Mercenary Recognises Killers in Beheading,https://www.kyivpost.com/post/15775,"During his appearance, Osechkin recalled that similar brutal murders have already been committed by Wagner Group fighters. There is a video on the internet of Wagner mercenaries killing a prisoner with a sledgehammer in Syria, as well as a video of them ...",2023-04-13
"Wagner Group founder: Ukrainian forces not retreating from Bakhmut, Russian offensive &#39;out of question&#39;",https://finance.yahoo.com/news/wagner-group-founder-ukrainian-forces-142909421.html,Wagner Group founder Yevgeny Prigozhin admitted on April 6 that Ukrainian forces are not retreating from Bakhmut and said that a Russian offensive is &quot;out of question&quot; at the moment. It ...,2023-04-06
EU sanctions Russia&#39;s Wagner Group over fighting in Ukraine,https://www.upi.com/Top_News/World-News/2023/04/14/belgium-Eu-sanctions-Wagner-Group/9141681446012/,April 14 (UPI) --The European Union has added the Wagner Group to its list of sanctioned entities and individuals for aiding Russia in its war in Ukraine. The designation was announced Thursday ...,2023-04-14
Russia&#39;s Wagner releases over 100 Ukrainian prisoners of war for Orthodox Easter,https://news.yahoo.com/russias-wagner-releases-over-100-083315869.html,"MOSCOW (Reuters) - Russia&#39;s most powerful mercenary group, Wagner, sent at least 100 Ukrainian prisoners of war back to Ukrainian forces to mark Orthodox Easter, according to a video posted by the group&#39;s founder, Yevgeny Prigozhin, on Sunday. &quot;Prepare all ...",2023-04-16
"Russia pardons 5,000 former criminals after fighting in Ukraine, Wagner head says",https://www.jpost.com/international/article-735376,"More than 5,000 former criminals have been pardoned after finishing their contracts to fight in Russia&#39;s Wagner mercenary group against Ukraine, the founder of Wagner, Yevgeny Prigozhin ...",2023-03-25
Wagner Group Competing With Kremlin for New Troops As Numbers Dwindle: U.K.,https://www.newsweek.com/wagner-group-russia-kremlin-ukraine-conscripts-intelligence-update-1796108,"The Russian-backed paramilitary Wagner Group is &quot;competing&quot; with the Russian military over a &quot;limited pool&quot; of fighting-age men as they look to replenish their ranks with conscripts, the U.K ...",2023-04-23
